,X,Y
0,2.5832421525945293,-4.056266827226329
1,0.863803904331546,-2.3597291915950116
2,1.2065644148051369,-4.841747365656204
3,3.5028814171580427,-5.245288086607232
4,1.942047781137661,-4.90900761492685
5,3.5514540445464244,-1.7077919871850424
6,3.0415393929984034,-5.117925445113517
7,3.539058320580789,-4.596159699806467
8,2.9808695034788486,-2.824998780499709
9,2.2521290507061376,-3.990974749026675
10,2.121892106759658,-4.156434170384624
11,3.2565704520012955,-4.988779048769622
12,2.6611780339708035,-4.236184030852601
13,2.3623449875156988,-5.187612286385284
14,1.5787827726958732,-4.153495195676949
15,2.7309430397839867,-1.7686332111133956
16,0.5652324234789559,-3.887273495183351
17,3.3704445366632343,-2.640366137327404
18,3.501857206781313,-4.844213703829862
19,3.000009761471596,-3.457647427850971
20,2.686491803006591,-3.2289882619305885
21,1.1319093454362366,-2.268815334019532
22,4.467678010573413,-4.335677338523848
23,3.6113407795737174,-3.9520294081318115
24,2.1708647109852213,-3.9122897815916686
25,1.000365886550695,-0.38109251751534995
26,-0.37566942307899365,-0.07447076289398098
27,0.43349633007657085,1.2783792302718682
28,-0.6346793051793623,0.5083962426834318
29,0.21611600626368202,-1.8586123861234976
30,-0.41931648215268885,-0.13232889843674336
31,-0.0395702396936057,0.3260034333869806
32,-2.040323048728715,0.046255523141696904
33,-0.6776755773280415,-1.4394390267386181
34,0.5242964300103486,0.7352795760652026
35,-0.6532502677920357,0.8424562815713401
36,-0.3815164817650862,0.06648900914614486
37,-1.0987389469960565,1.5844870563956763
38,-2.6594494563834883,-0.09145262289065814
39,0.6951196050469914,-2.0334665461226136
40,-0.18946926471238082,-0.07721866535295716
41,0.8247030054369816,1.248212920597034
42,-0.4038922693379395,-1.3845186665358649
43,1.3672354239271245,1.2178856330562904
44,-0.46200534815338046,0.3508884940877463
45,0.38186623412669696,0.5662754414424561
46,0.20420797891411197,1.4066962416613704
47,-1.737959504384568,1.0408239533907289
48,0.38047197021500045,-0.21713526874487937
49,1.1735314984949534,-2.343603190999962
